complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-001684,2015-07-14T12:00:00-05:00,Mortgage,Ditech Financial LLC,PA,"My current mortgage company - Greentree Servicing LLC has been increasing the money needed for escrow every year, but it turns out they never used the money to pay my tax bill for the last few years. In addition, the did not pay my homeowners insurance last year. I discovered this when I went to refinance with another company. I now owe, back taxes, homeowners and GreenTree Financial took all of my escrow money. I even overpay each month, yet they are requesting more money for me to buy out my loan. What happened to the money that went to escrow each year? Why did they tell me I had to pay more money for my escrow account, but they never used the money for my taxes or my homeowners.",Closed with explanation,Loan & Mortgage Servicing,0.9,,2,Negative,Frustrated
CFPB-001685,2024-03-22T12:00:00-05:00,Credit card,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,"Without fail, I've maintained timely payments on this account, preventing any from becoming overdue. The reasons for the late payment remarks on my accounts are unclear to me. As per 15 USC 1666b - Billing Error, corrections are warranted.",Closed with non-monetary relief,Inaccurate Payment History & Account Data,0.8,,2,Negative,Confused
CFPB-001686,2024-11-16T12:00:00-05:00,Debt collection,"EQUIFAX, INC.",TX,I noticed several unauthorized accounts on my credit report that seem incorrect. Please remove and block them immediately.,Closed with explanation,Identity Theft and Fraudulent Accounts,0.9,,1,Very Negative,Angry
CFPB-001687,2023-12-04T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",MD,My information was leaked in the eqifax data breach. And my information is all over the dark web and it was used.,Closed with explanation,Identity Theft & Fraudulent Accounts,0.85,,2,Negative,Worried
CFPB-001688,2023-07-07T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OK,"I have previously sent letters to Transunion asking that all hard inquiries be deleted because they were done without my express consent as noted in FCRA 15 USC 1681 ( b ). I have a security freeze on my account, and even at that there are well over 25 plus hard inquiries where Transunion provided my credit file to the same agency over several months In XXXXXXXX XXXX XXXX I experienced an assault, home invasion, and the theft of my purse with all of my identification. I have not felt it necessary to disclose this information heretofore as it is very personal and traumatic. To further said trauma, Transunions ' unauthorized disclosure of my credit file and refusal to delete said hard inquiries just add to the damages, driving my credit score so low that I can not rent an apartment or buy a car without exorbitant deposits and interest rates. I am attaching my formal Notice of Intent to Sue to this complaint that was mailed to Transunion today XXXX XXXX XXXX XXXXXXXX.",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.9,,2,Negative,Angry
CFPB-001689,2024-01-19T12:00:00-05:00,Credit card,NAVY FEDERAL CREDIT UNION,MD,"Navy Federal was contacted multiple times in XXXX XXXX XXXX to dispute charges on my closed card. While the charges were initially disputed, the case was closed since I did not upload documents within their timeline. The documents were not uploaded as the reason I closed my account is due to constant issues with their online systems. When I called back on XX/XX/XXXX to inquire about other ways to send in the needed documents and re-open the case, I was told XXXX that online was the only way. When I explained that online did not work ( i offered to mail documents in ), I was handed off to the supervisor, XXXX, who was completely unwilling to dispute the charges regardless of what the reason was. I used the credit card to be protected and Navy Federal is unwilling to provide protection to its card holders against unauthorized charges. Document is not attached since this is solely due to Navy Federal flat out refusing to put the dispute though",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-001690,2024-05-20T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",IL,"Incorrect name
incorrect addresses
FRAUD NOT ME NOT MINE PLEASE REMOVE
Credit bureau reporting 
XXXX XXXX
POTENTIALLY NEGATIVE
Balance
Balance updated XXXX
POTENTIALLY NEGATIVE
Balance
$XX/XX/XXXX
Balance updated
XX/XX/2024 XXXX
POTENTIALLY NEGATIVE
Balance
$XXXX
Balance updated
XX/XX/2024XXXX  POTENTIALLY NEGATIVE
Balance
$XXXX
Balance updated
XX/XX/2024
XXXX XXXX XXXX
POTENTIALLY NEGATIVE
Balance
$XXXX
Balance updated
XX/XX/2024 XXXX XXXX XXXX  POTENTIALLY NEGATIVE
Balance
$XXXX  Balance updated
XX/XX/2024
XXXX XXXX XXXX
POTENTIALLY NEGATIVE
Balance
$XXXX
Balance updated
XX/XX/2024
XXXX
Balance
Balance updated
XXXX XXXX XXXX XXXX
POTENTIALLY NEGATIVE
Balance
$XXXX
Balance updatedXX/XX/2024
XXXX
LATE PAYMENT
Balance
Balance updated
XXXX XXXX
Balance updated
Collections
XXXX XXXX XXXX
Original creditor
XXXX XXXX XXXX XXXX.
Balance
$XXXX  Balance updated
XX/XX/2024
XXXX XXXX XXXX
Original creditor
XXXX XXXX
Balance
$XXXX
Balance updated
XX/XX/2024",Closed with non-monetary relief,Identity Theft & Fraudulent Accounts,0.8,,2,Negative,Worried
CFPB-001691,2017-06-02T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,KY,"I have disputed this matter countless times to the credit bureaus, the creditor, this agency, attorney generals, and no one seems understand how to proceed. Experian,  XXXX , and   XXXX   XXXX   XXXX   (  XXXX  ) are all refusing to remove fraudulent information from my credit report after providing verification from  XXXX  that the tradelines were successfully removed from their report.  XXXX  and Experian claim they have no authority to remove tradelines, it is at the discretion of the creditor. The creditor,  XXXX , is stating it is up to the credit bureau to remove tradelines. Obviously, someone, if not both parties are lying and a full investigation must be conducted on all   XXXX    entities. I have repeated multiple times and made it very clear that I have never paid   XXXX   and never will.  XXXX  is still refusing to disclose information of the true owner of this account, and refuses provide me contact information of their legal department.
<P/>
I have substantial evidence tha",Closed with explanation,Identity Theft and Fraudulent Accounts,0.9,Dispute and Investigation Process Issues,1,Very Negative,Frustrated
CFPB-001692,2024-08-12T12:00:00-05:00,Vehicle loan or lease,AMERICAN HONDA FINANCE CORP,LA,"While going through my loan documents with Honda financial on XX/XX/XXXX I learned that employment that I was not current at during the time of application was included. 

I am writing to formally dispute the inclusion of a loan on my credit report that was obtained fraudulently without my knowledge or consent. The loan associated with Honda Financial, was open on XX/XX/XXXX. I was not employed by the company listed on the application, and the information was entirely false. I was never asked nor did I provide any check stubs with that information on it. 

This fraudulently opened loan has negatively impacted my credit score & caused several financial difficulties.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.85,,2,Negative,Angry
CFPB-001693,2024-02-26T12:00:00-05:00,Mortgage,NEW YORK COMMUNITY BANCORP INC,IL,"We had an FHA loan through Flagstar Bank. During XXXX we had taken a deferment. Instead of adding the amount to the current mortgage, they filed a second lien against the property. We paid the loan off on XX/XX/XXXX and assumed that Flagstar would release the liens as is required. They never did but we did not find out until XXXX, XXXX that the lien for the deferment was still there. Since that time we have been attempting to the get the lien released. We have been in contact with Flagstar at least 7 times to get this resolved. We had also filed a complaint with the CFPB previously but because I used my sister 's email and not mine they wouldn't respond and the CFPB closed the complaint. It has been 8 months and the lien is still on the property. Attached is the previous CFPB complaint which contains the loan number and dates of complaint. It also includes the reference numbers we were given by Flagstar to "" more eaiser track our complaint ''. Not only have they not removed the lien bu",Closed with explanation,Loan & Mortgage Servicing,0.85,,2,Negative,Frustrated
CFPB-001694,2024-10-16T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,FL,"XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX To Whom It May Concern, I am writing to formally notify you of the unlawful reporting of fraudulent accounts on my consumer report, arising from identity theft, which you failed to verify as mandated by law.

15 USC 1681b ( c ) - Furnishing reports in connection with credit or insurance transactions not initiated by the consumer : ( 3 ) Information regarding inquiries : Except as provided in section 1681g ( a ) ( 5 ) of this title, a consumer reporting agency shall not furnish to any person a record of inquiries in connection with a credit or insurance transaction that is not initiated by a consumer. 
The following inquiries, which are a result of identity theft and were not initiated by me, must be deleted immediately : Inquiry : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX X",Closed with explanation,Unauthorized Credit Inquiries,0.9,Identity Theft & Fraudulent Accounts,2,Negative,Angry
CFPB-001695,2025-01-28T12:00:00-05:00,Mortgage,Supreme Lending,GA,"I am reporting this complaint due to my experience with Supreme Lending. XXXX XXXX XXXX was the loan officer involved with securing my loan as well a couple of other representatives within Supreme. XXXX XXXX portrayed herself as having more knowledge, influence and flexibility with mortgage rates and financial impact regarding loan terms than she actually had. I also received increases in multiple line items at the last minute that were readily available to disclose to me much sooner, including about {$60.00} more in mortgage insurance that Supreme is charging monthly. Unsurprisingly, Supreme has refused to take any responsibility for my loan debacle, and the company has dismissed my concerns twice by stating there was no wrongdoing and that I am simply disappointed about unfavorable market conditions when closing my loan when I have shown that is greatly inaccurate. It was also incredulously suggested that the {$7500.00} seller credit I negotiated before even selecting a lender someho",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Disappointed
CFPB-001696,2021-03-05T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,MI,"On XX/XX/2021 my Experian online account was hacked and the personal information was changed, I was locked out of my account. I called Experian and got my information changed back to my information and supposedly put a freeze on the account. My SS number was stolen and one of the accounts on my Experian credit report was contacted by this hacker. 

One week later, on XX/XX/2021, my Experian online account was hacked by the same person ( I know this because the email address used and all the information changed was the same as last week ) and I was once again locked out. I called Experian again and got control of my account by changing all the information for a second time. 

The Experian account, in my opinion, is being hacked into by someone related to Experian, or from within Experian. My password was a 20 digit randomized password and no one has access to this information. I fully expect to go through this again next week. I believe my SS number was stolen from the Experian account ",Closed with explanation,Identity Theft and Fraudulent Accounts,0.9,Banking and Account Access Problems,2,Negative,Angry
